Id,Abstract,Date,Primary_category,Methods
http://arxiv.org/abs/2401.17483v1,"In this paper, we build on a recent bicategorical model called thin spans of
groupoids, introduced by Clairambault and Forest. Notably, thin spans feature a
decomposition of symmetry into two sub-groupoids of polarized -- positive and
negative -- symmetries. We first construct a variation of the original
exponential of thin spans, based on sequences rather than families. Then we
give a syntactic characterisation of the interpretation of simply-typed
lambda-terms in thin spans, in terms of rigid intersection types and rigid
resource terms. Finally, we formally relate thin spans with the weighted
relational model and generalized species of structure. This allows us to show
how some quantities in those models reflect polarized symmetries: in particular
we show that the weighted relational model counts witnesses from generalized
species of structure, divided by the cardinal of a group of positive
symmetries.",2024-01-30,cs.LO,
http://arxiv.org/abs/2401.17482v1,"Choosing and developing performant database solutions helps organizations
optimize their operational practices and decision-making. Since graph data is
becoming more common, it is crucial to develop and use them in big data with
complex relationships with high and consistent performance. However, legacy
database technologies such as MySQL are tailored to store relational databases
and need to perform more complex queries to retrieve graph data. Previous
research has dealt with performance aspects such as CPU and memory usage. In
contrast, energy usage and temperature of the servers are lacking. Thus, this
paper evaluates and compares state-of-the-art graphs and relational databases
from the performance aspects to allow a more informed selection of
technologies. Graph-based big data applications benefit from informed selection
database technologies for data retrieval and analytics problems. The results
show that Neo4j performs faster in querying connected data than MySQL and
ArangoDB, and energy, CPU, and memory usage performances are reported in this
paper.",2024-01-30,cs.DB,
http://arxiv.org/abs/2401.17481v1,"This paper addresses the challenging problem of energy-efficient and
uncertainty-aware pose estimation in insect-scale drones, which is crucial for
tasks such as surveillance in constricted spaces and for enabling non-intrusive
spatial intelligence in smart homes. Since tiny drones operate in highly
dynamic environments, where factors like lighting and human movement impact
their predictive accuracy, it is crucial to deploy uncertainty-aware prediction
algorithms that can account for environmental variations and express not only
the prediction but also confidence in the prediction. We address both of these
challenges with Compute-in-Memory (CIM) which has become a pivotal technology
for deep learning acceleration at the edge. While traditional CIM techniques
are promising for energy-efficient deep learning, to bring in the robustness of
uncertainty-aware predictions at the edge, we introduce a suite of novel
techniques: First, we discuss CIM-based acceleration of Bayesian filtering
methods uniquely by leveraging the Gaussian-like switching current of CMOS
inverters along with co-design of kernel functions to operate with extreme
parallelism and with extreme energy efficiency. Secondly, we discuss the
CIM-based acceleration of variational inference of deep learning models through
probabilistic processing while unfolding iterative computations of the method
with a compute reuse strategy to significantly minimize the workload. Overall,
our co-design methodologies demonstrate the potential of CIM to improve the
processing efficiency of uncertainty-aware algorithms by orders of magnitude,
thereby enabling edge robotics to access the robustness of sophisticated
prediction frameworks within their extremely stringent area/power resources.",2024-01-30,cs.RO,
http://arxiv.org/abs/2401.17480v1,"Crafting neural network architectures manually is a formidable challenge
often leading to suboptimal and inefficient structures. The pursuit of the
perfect neural configuration is a complex task, prompting the need for a
metaheuristic approach such as Neural Architecture Search (NAS). Drawing
inspiration from the ingenious mechanisms of nature, this paper introduces
Collaborative Ant-based Neural Topology Search (CANTS-N), pushing the
boundaries of NAS and Neural Evolution (NE). In this innovative approach,
ant-inspired agents meticulously construct neural network structures,
dynamically adapting within a dynamic environment, much like their natural
counterparts. Guided by Particle Swarm Optimization (PSO), CANTS-N's colonies
optimize architecture searches, achieving remarkable improvements in mean
squared error (MSE) over established methods, including BP-free CANTS, BP
CANTS, and ANTS. Scalable, adaptable, and forward-looking, CANTS-N has the
potential to reshape the landscape of NAS and NE. This paper provides detailed
insights into its methodology, results, and far-reaching implications.",2024-01-30,cs.NE,
http://arxiv.org/abs/2401.17477v1,"In the digital era, the prevalence of depressive symptoms expressed on social
media has raised serious concerns, necessitating advanced methodologies for
timely detection. This paper addresses the challenge of interpretable
depression detection by proposing a novel methodology that effectively combines
Large Language Models (LLMs) with eXplainable Artificial Intelligence (XAI) and
conversational agents like ChatGPT. In our methodology, explanations are
achieved by integrating BERTweet, a Twitter-specific variant of BERT, into a
novel self-explanatory model, namely BERT-XDD, capable of providing both
classification and explanations via masked attention. The interpretability is
further enhanced using ChatGPT to transform technical explanations into
human-readable commentaries. By introducing an effective and modular approach
for interpretable depression detection, our methodology can contribute to the
development of socially responsible digital platforms, fostering early
intervention and support for mental health challenges under the guidance of
qualified healthcare professionals.",2024-01-30,cs.CL,
http://arxiv.org/abs/2401.17474v1,"The Kaczmarz algorithm is an iterative technique designed to solve consistent
linear systems of equations. It falls within the category of row-action
methods, focusing on handling one equation per iteration. This characteristic
makes it especially useful in solving very large systems. The recent
introduction of a randomized version, the Randomized Kaczmarz method, renewed
interest in the algorithm, leading to the development of numerous variations.
Subsequently, parallel implementations for both the original and Randomized
Kaczmarz method have since then been proposed. However, previous work has
addressed sparse linear systems, whereas we focus on solving dense systems. In
this paper, we explore in detail approaches to parallelizing the Kaczmarz
method for both shared and distributed memory for large dense systems. In
particular, we implemented the Randomized Kaczmarz with Averaging (RKA) method
that, for inconsistent systems, unlike the standard Randomized Kaczmarz
algorithm, reduces the final error of the solution. While efficient
parallelization of this algorithm is not achievable, we introduce a block
version of the averaging method that can outperform the RKA method.",2024-01-30,cs.DC,
http://arxiv.org/abs/2402.00076v1,"The Conditional Markov Chain Search (CMCS) is a framework for automated
design of metaheuristics for discrete combinatorial optimisation problems.
Given a set of algorithmic components such as hill climbers and mutations, CMCS
decides in which order to apply those components. The decisions are dictated by
the CMCS configuration that can be learnt offline. CMCS does not have an
acceptance criterion; any moves are accepted by the framework. As a result, it
is particularly good in exploration but is not as good at exploitation. In this
study, we explore several extensions of the framework to improve its
exploitation abilities. To perform a computational study, we applied the
framework to the three-index assignment problem. The results of our experiments
showed that a two-stage CMCS is indeed superior to a single-stage CMCS.",2024-01-30,cs.AI,
http://arxiv.org/abs/2402.00075v1,"D-Nikud, a novel approach to Hebrew diacritization that integrates the
strengths of LSTM networks and BERT-based (transformer) pre-trained model.
Inspired by the methodologies employed in Nakdimon, we integrate it with the
TavBERT pre-trained model, our system incorporates advanced architectural
choices and diverse training data. Our experiments showcase state-of-the-art
results on several benchmark datasets, with a particular emphasis on modern
texts and more specified diacritization like gender.",2024-01-30,cs.CL,
http://arxiv.org/abs/2401.17464v2,"To achieve faithful reasoning that aligns with human expectations, large
language models (LLMs) need to ground their reasoning to real-world knowledge
(e.g., web facts, math and physical rules). Tools help LLMs access this
external knowledge, but there remains challenges for fine-tuning LLM agents
(e.g., Toolformer) to invoke tools in multi-step reasoning problems, where
inter-connected tool calls require holistic and efficient tool usage planning.
  In this work, we propose a new method for LLMs to better leverage tools in
multi-step reasoning. Our method, Chain-of-Abstraction (CoA), trains LLMs to
first decode reasoning chains with abstract placeholders, and then call domain
tools to reify each reasoning chain by filling in specific knowledge. This
planning with abstract chains enables LLMs to learn more general reasoning
strategies, which are robust to shifts of domain knowledge (e.g., math results)
relevant to different reasoning questions. It also allows LLMs to perform
decoding and calling of external tools in parallel, which avoids the inference
delay caused by waiting for tool responses. In mathematical reasoning and Wiki
QA domains, we show that our method consistently outperforms previous
chain-of-thought and tool-augmented baselines on both in-distribution and
out-of-distribution test sets, with an average ~6% absolute QA accuracy
improvement. LLM agents trained with our method also show more efficient tool
use, with inference speed being on average ~1.4x faster than baseline
tool-augmented LLMs.",2024-01-30,cs.CL,
http://arxiv.org/abs/2401.17461v1,"Linear programming (LP) problems are pervasive in real-life applications.
However, despite their apparent simplicity, an untrained user may find it
difficult to determine the linear model of their specific problem. We envisage
the creation of a goal-oriented conversational agent that will engage in
conversation with the user to elicit all information required so that a
subsequent agent can generate the linear model. In this paper, we present an
approach for the generation of sample dialogues that can be used to develop and
train such a conversational agent. Using prompt engineering, we develop two
agents that ""talk"" to each other, one acting as the conversational agent, and
the other acting as the user. Using a set of text descriptions of linear
problems from NL4Opt available to the user only, the agent and the user engage
in conversation until the agent has retrieved all key information from the
original problem description. We also propose an extrinsic evaluation of the
dialogues by assessing how well the summaries generated by the dialogues match
the original problem descriptions. We conduct human and automatic evaluations,
including an evaluation approach that uses GPT-4 to mimic the human evaluation
metrics. The evaluation results show an overall good quality of the dialogues,
though research is still needed to improve the quality of the GPT-4 evaluation
metrics. The resulting dialogues, including the human annotations of a subset,
are available to the research community. The conversational agent used for the
generation of the dialogues can be used as a baseline.",2024-01-30,cs.CL,
http://arxiv.org/abs/2401.17459v1,"Large language models (LLM) are perceived to offer promising potentials for
automating security tasks, such as those found in security operation centers
(SOCs). As a first step towards evaluating this perceived potential, we
investigate the use of LLMs in software pentesting, where the main task is to
automatically identify software security vulnerabilities in source code. We
hypothesize that an LLM-based AI agent can be improved over time for a specific
security task as human operators interact with it. Such improvement can be
made, as a first step, by engineering prompts fed to the LLM based on the
responses produced, to include relevant contexts and structures so that the
model provides more accurate results. Such engineering efforts become
sustainable if the prompts that are engineered to produce better results on
current tasks, also produce better results on future unknown tasks. To examine
this hypothesis, we utilize the OWASP Benchmark Project 1.2 which contains
2,740 hand-crafted source code test cases containing various types of
vulnerabilities. We divide the test cases into training and testing data, where
we engineer the prompts based on the training data (only), and evaluate the
final system on the testing data. We compare the AI agent's performance on the
testing data against the performance of the agent without the prompt
engineering. We also compare the AI agent's results against those from
SonarQube, a widely used static code analyzer for security testing. We built
and tested multiple versions of the AI agent using different off-the-shelf LLMs
-- Google's Gemini-pro, as well as OpenAI's GPT-3.5-Turbo and GPT-4-Turbo (with
both chat completion and assistant APIs). The results show that using LLMs is a
viable approach to build an AI agent for software pentesting that can improve
through repeated use and prompt engineering.",2024-01-30,cs.CR,
http://arxiv.org/abs/2401.17451v1,"Unmanned aerial vehicles (UAVs) are envisioned to provide diverse services
from the air. The service quality may rely on the wireless performance which is
affected by the UAV's position. In this paper, we focus on the UAV placement
problem in the Internet of Vehicles, where the UAV is deployed to monitor the
road traffic and sends the monitored videos to vehicles. The studied problem is
formulated as video resolution maximization by optimizing over the UAV's
position. Moreover, we take into account the maximal transmission delay and
impose a probabilistic constraint. To solve the formulated problem, we first
leverage the techniques in extreme value theory (EVT) and Gaussian process
regression (GPR) to characterize the influence of the UAV's position on the
delay performance. Based on this characterization, we subsequently propose a
proactive resolution selection and UAV placement approach, which adaptively
places the UAV according to the geographic distribution of vehicles. Numerical
results justify the joint usage of EVT and GPR for maximal delay
characterization. Through investigating the maximal transmission delay, the
proposed approach nearly achieves the optimal performance when vehicles are
evenly distributed, and reduces 10% and 19% of the 999-th 1000-quantile over
two baselines when vehicles are biased distributed.",2024-01-30,cs.NI,
http://arxiv.org/abs/2404.16839v1,"Virtual reality and related technologies such as mixed and augmented reality
have received extensive coverage in both mainstream and fringe media outlets.
When the subject goes to a new AR headset, another AR device, or AR glasses,
the talk swiftly shifts to the technical and design details. Unfortunately, no
one seemed to care about security. Data theft and other forms of cyberattack
pose serious threats to virtual reality systems. Virtual reality goggles are
just specialist versions of computers or Internet of Things devices, whereas
virtual reality experiences are software packages. As a result, AR systems are
just as vulnerable as any other Internet of Things (IoT) device we use on a
daily basis, such as computers, tablets, and phones. Preventing and responding
to common cybersecurity threats and assaults is crucial. Cybercriminals can
exploit virtual reality headsets just like any other computer system. This
paper analysis the data breach induced by these assaults could result in a
variety of concerns, including but not limited to identity theft, the
unauthorized acquisition of personal information or network credentials, damage
to hardware and software, and so on. Augmented reality (AR) allows for
real-time monitoring and visualization of network activity, system logs, and
security alerts. This allows security professionals to immediately identify
threats, monitor suspicious activities, and fix any issues that develop. This
data can be displayed in an aesthetically pleasing and intuitively structured
format using augmented reality interfaces, enabling for faster analysis and
decision-making.",2024-01-30,cs.CR,
http://arxiv.org/abs/2401.17444v2,"We present a new language semantics for real-time concurrency. Its
operational models are higher-dimensional timed automata (HDTAs), a
generalization of both higher-dimensional automata and timed automata. We
define languages of HDTAs as sets of interval-timed pomsets with interfaces. As
an application, we show that language inclusion of HDTAs is undecidable. On the
other hand, using a region construction we can show that untimings of HDTA
languages have enough regularity so that untimed language inclusion is
decidable.",2024-01-30,cs.FL,
http://arxiv.org/abs/2401.17443v1,"We argue that there is a strong connection between ensemble learning and a
delegative voting paradigm -- liquid democracy -- that can be leveraged to
reduce ensemble training costs. We present an incremental training procedure
that identifies and removes redundant classifiers from an ensemble via
delegation mechanisms inspired by liquid democracy. Through both analysis and
extensive experiments we show that this process greatly reduces the
computational cost of training compared to training a full ensemble. By
carefully selecting the underlying delegation mechanism, weight centralization
in the classifier population is avoided, leading to higher accuracy than some
boosting methods. Furthermore, this work serves as an exemplar of how
frameworks from computational social choice literature can be applied to
problems in nontraditional domains.",2024-01-30,cs.LG,
http://arxiv.org/abs/2401.17441v1,"Explainable AI has brought transparency into complex ML blackboxes, enabling,
in particular, to identify which features these models use for their
predictions. So far, the question of explaining predictive uncertainty, i.e.
why a model 'doubts', has been scarcely studied. Our investigation reveals that
predictive uncertainty is dominated by second-order effects, involving single
features or product interactions between them. We contribute a new method for
explaining predictive uncertainty based on these second-order effects.
Computationally, our method reduces to a simple covariance computation over a
collection of first-order explanations. Our method is generally applicable,
allowing for turning common attribution techniques (LRP, Gradient x Input,
etc.) into powerful second-order uncertainty explainers, which we call CovLRP,
CovGI, etc. The accuracy of the explanations our method produces is
demonstrated through systematic quantitative evaluations, and the overall
usefulness of our method is demonstrated via two practical showcases.",2024-01-30,cs.LG,
http://arxiv.org/abs/2401.17436v1,"Difficulty is one of the key drivers of player engagement and it is often one
of the aspects that designers tweak most to optimise the player experience;
operationalising it is, therefore, a crucial task for game development studios.
A common practice consists of creating metrics out of data collected by player
interactions with the content; however, this allows for estimation only after
the content is released and does not consider the characteristics of potential
future players.
  In this article, we present a number of potential solutions for the
estimation of difficulty under such conditions, and we showcase the results of
a comparative study intended to understand which method and which types of data
perform better in different scenarios.
  The results reveal that models trained on a combination of cohort statistics
and simulated data produce the most accurate estimations of difficulty in all
scenarios. Furthermore, among these models, artificial neural networks show the
most consistent results.",2024-01-30,cs.AI,
http://arxiv.org/abs/2401.17435v3,"Economic choice prediction is an essential challenging task, often
constrained by the difficulties in acquiring human choice data. Indeed,
experimental economics studies had focused mostly on simple choice settings.
The AI community has recently contributed to that effort in two ways:
considering whether LLMs can substitute for humans in the above-mentioned
simple choice prediction settings, and the study through ML lens of more
elaborated but still rigorous experimental economics settings, employing
incomplete information, repetitive play, and natural language communication,
notably language-based persuasion games. This leaves us with a major
inspiration: can LLMs be used to fully simulate the economic environment and
generate data for efficient human choice prediction, substituting for the
elaborated economic lab studies? We pioneer the study of this subject,
demonstrating its feasibility. In particular, we show that a model trained
solely on LLM-generated data can effectively predict human behavior in a
language-based persuasion game, and can even outperform models trained on
actual human data.",2024-01-30,cs.LG,
http://arxiv.org/abs/2402.00072v1,"With the adoption of machine learning into routine clinical practice comes
the need for Explainable AI methods tailored to medical applications. Shapley
values have sparked wide interest for locally explaining models. Here, we
demonstrate their interpretation strongly depends on both the summary statistic
and the estimator for it, which in turn define what we identify as an 'anchor
point'. We show that the convention of using a mean anchor point may generate
misleading interpretations for survival analysis and introduce median-SHAP, a
method for explaining black-box models predicting individual survival times.",2024-01-30,cs.LG,
http://arxiv.org/abs/2401.17434v2,"Hackathons and software competitions, increasingly pivotal in the software
industry, serve as vital catalysts for innovation and skill development for
both organizations and students. These platforms enable companies to prototype
ideas swiftly, while students gain enriched learning experiences, enhancing
their practical skills. Over the years, hackathons have transitioned from mere
competitive events to significant educational tools, fusing theoretical
knowledge with real-world problem-solving. The integration of hackathons into
computer science and software engineering curricula aims to align educational
proficiencies within a collaborative context, promoting peer connectivity and
enriched learning via industry-academia collaborations. However, the infusion
of advanced technologies, notably artificial intelligence (AI), and machine
learning, into hackathons is revolutionizing their structure and outcomes. This
evolution brings forth both opportunities, like enhanced learning experiences,
and challenges, such as ethical concerns. This study delves into the impact of
generative AI, examining its influence on student's technological choices based
on a case study on the University of Iowa 2023 event. The exploration provides
insights into AI's role in hackathons, and its educational implications, and
offers a roadmap for the integration of such technologies in future events,
ensuring innovation is balanced with ethical and educational considerations.",2024-01-30,cs.CY,
http://arxiv.org/abs/2401.17428v1,"Currently, the development of the metaverse lies in the hands of industry.
Citizens have little influence on this process. Instead, to do justice to the
pluralism of (digital) societies, we should strive for an open discourse
including many different perspectives on the metaverse and its core
technologies such as AI. We utilize a participatory speculative design (PSD)
approach to explore Japanese citizens' perspectives on future metaverse
societies, as well as social and ethical implications. Our contributions are
twofold. Firstly, we demonstrate the effectiveness of PSD in engaging citizens
in critical discourse on emerging technologies like the metaverse, offering our
workshop framework as a methodological contribution. Secondly, we identify key
themes from participants' perspectives, providing insights for culturally
sensitive design and development of virtual environments. Our analysis shows
that participants imagine the metaverse to have the potential to solve a
variety of societal issues; for example, breaking down barriers of physical
environments for communication, social interaction, crisis preparation, and
political participation, or tackling identity-related issues. Regarding future
metaverse societies, participants' imaginations raise critical questions about
human-AI relations, technical solutionism, politics and technology,
globalization and local cultures, and immersive technologies. We discuss
implications and contribute to expanding conversations on metaverse
developments.",2024-01-30,cs.CY,
http://arxiv.org/abs/2401.17426v1,"We present a theoretical analysis of the performance of transformer with
softmax attention in in-context learning with linear regression tasks. While
the existing literature predominantly focuses on the convergence of
transformers with single-/multi-head attention, our research centers on
comparing their performance. We conduct an exact theoretical analysis to
demonstrate that multi-head attention with a substantial embedding dimension
performs better than single-head attention. When the number of in-context
examples D increases, the prediction loss using single-/multi-head attention is
in O(1/D), and the one for multi-head attention has a smaller multiplicative
constant. In addition to the simplest data distribution setting, we consider
more scenarios, e.g., noisy labels, local examples, correlated features, and
prior knowledge. We observe that, in general, multi-head attention is preferred
over single-head attention. Our results verify the effectiveness of the design
of multi-head attention in the transformer architecture.",2024-01-30,cs.LG,
